-17,-17,-14,-24,-35,-50,-41,-15,handClose
-35,5,-23,33,13,-30,-67,-28,handClose
74,42,78,43,16,127,127,65,handClose
-106,-78,-128,-119,-68,-128,-121,-128,handClose
127,66,68,44,87,127,127,127,handClose
8,15,42,23,-15,-47,18,-40,handClose
-15,5,-5,-32,-20,-38,-7,-18,handClose
-23,-26,-60,-49,-12,-70,-82,9,handClose
61,30,73,45,-24,-128,62,127,handClose
-10,-1,-4,-33,3,127,19,-43,handClose
-69,-35,-27,-52,-24,-124,-101,-97,handClose
127,48,52,50,54,-91,127,127,handClose
-2,-7,8,-22,-10,90,-78,22,handClose
-4,-1,16,12,21,-26,-44,-12,handClose
-1,-14,-21,11,-8,-22,0,-5,handClose
-19,1,6,-14,-15,-99,-73,-66,handClose
-22,12,87,-27,-32,48,62,-128,handClose
120,24,54,-11,37,127,127,127,handClose
-51,-11,-60,33,-32,-111,-56,-128,handClose
-7,9,35,3,-3,-52,23,1,handClose
-14,6,-3,19,26,-84,14,-19,handClose
-28,-12,0,-12,-12,-68,-83,34,handClose
66,-2,25,18,52,127,108,127,handClose
-77,3,31,-2,-31,-128,-64,-128,handClose
127,18,-6,39,83,127,127,127,handClose
-26,7,-19,-11,9,-98,-9,-46,handClose
-88,-23,8,-4,-17,-25,-90,-128,handClose
127,47,36,33,8,-128,76,127,handClose
-39,9,5,-16,-5,-128,-69,-128,handClose
-33,-20,-27,12,24,-52,-53,-71,handClose
35,26,48,-34,-14,127,47,38,handClose
-14,1,85,41,10,-19,7,3,handClose
-43,-19,-10,-24,-81,-63,-22,-44,handClose
66,33,51,65,27,127,23,125,handClose
22,21,1,-24,-18,-128,20,-26,handClose
-14,-5,-37,-28,-19,-4,-13,-20,handClose
2,-32,-97,30,-3,51,12,-16,handClose
-3,15,6,-20,12,19,5,23,handClose
-76,-20,-17,-31,-35,-80,-59,-128,handClose
127,23,-9,-27,-35,33,42,127,handClose
-6,-12,14,10,33,127,94,-128,handClose
-33,-2,6,-10,2,-76,-50,-75,handClose
-31,-13,10,22,-3,-100,-65,-122,handClose
108,43,1,-22,26,2,127,127,handClose
-24,-22,-61,-20,1,-19,-18,-29,handClose
-45,-11,-2,8,-38,-128,-102,-94,handClose
117,28,71,-13,-2,127,120,127,handClose
-23,-8,-51,11,-25,-78,-69,-100,handClose
-100,-27,13,-32,-21,-128,-121,-128,handClose
127,38,-38,38,37,125,127,127,handClose
-35,-12,-11,-6,-7,-25,-18,-67,handClose
-29,-11,21,-4,-44,8,13,-57,handClose
-59,-23,-46,-37,-71,-128,-128,9,handClose
-35,2,-34,8,17,-99,-51,-82,handClose
-68,-11,-5,-75,-56,-128,-115,-128,handClose
11,11,61,67,-18,127,-28,70,handClose
36,16,-4,-10,24,127,127,14,handClose
-68,6,78,23,-15,-82,-77,-128,handClose
127,26,-22,-8,9,127,127,127,handClose
-23,-16,0,28,26,-109,-52,-54,handClose
-60,-30,13,-18,-20,-128,-58,-128,handClose
59,21,4,3,-58,127,21,127,handClose
-27,1,7,-34,-15,-43,19,-12,handClose
-35,-52,-58,61,2,-128,-128,-103,handClose
28,15,-7,-21,-24,-128,49,-27,handClose
-60,-15,9,-18,-29,-79,-58,-96,handClose
-67,-28,-15,-33,-25,-47,-128,61,handClose
55,-19,-63,20,30,127,108,21,handClose
-31,-6,10,-26,-8,-42,-44,-71,handClose
-19,-10,22,-11,11,99,-53,-38,handClose
-11,-1,-10,-8,2,32,-7,10,handClose
-3,0,25,7,-1,45,-2,16,handClose
-11,-30,-124,-89,-8,-5,-2,-18,handClose
28,9,7,11,-9,-3,-32,65,handClose
14,8,19,-9,-46,-22,-40,-3,handClose
-38,2,-42,-19,-24,-128,-105,-55,handClose
-32,15,-19,-8,-7,-128,-17,1,handClose
-67,-4,-27,-32,-9,-73,-48,-128,handClose
93,8,-38,-12,-17,-11,54,127,handClose
-52,-13,-13,9,11,73,-44,-128,handClose
93,-5,91,38,26,127,127,127,handClose
-28,22,46,-2,8,-43,-1,-31,handClose
-40,-71,-128,-90,-23,-128,-83,-16,handClose
-2,-2,-53,29,33,86,65,10,handClose
55,11,38,-19,-90,-128,5,118,handClose
-49,0,-33,-54,-19,-115,-91,-128,handClose
-28,7,-11,-11,20,127,-46,4,handClose
105,-21,-116,16,21,86,68,127,handClose
-34,4,24,24,-7,89,-15,-73,handClose
-119,-29,-11,-11,-19,-48,-128,-128,handClose
127,44,16,48,63,127,127,127,handClose
-25,4,8,8,18,5,-2,-65,handClose
-48,-9,5,-23,-30,-102,-85,-88,handClose
-12,-6,2,-2,-26,-128,-61,-46,handClose
-16,-15,-10,-15,-1,-6,-30,21,handClose
12,6,-6,-4,-9,6,-24,-57,handClose
3,14,33,16,2,78,40,19,handClose
-30,-16,-2,-39,-14,-5,-70,78,handClose
-2,-8,-11,49,-1,-115,-37,-19,handClose
16,13,38,20,48,127,92,80,handClose
-42,-12,15,0,8,-100,-75,-94,handClose
9,-13,9,-7,7,127,48,29,handClose
-60,-8,-20,-17,-31,-44,-41,-128,handClose
105,-2,-55,72,44,-128,-15,127,handClose
45,25,41,43,62,-3,81,38,handClose
-50,2,-24,-40,-33,-128,-93,-45,handClose
7,8,8,25,-64,31,-128,-31,handOpen
6,39,18,20,76,100,10,26,handOpen
0,-22,-33,-18,8,-28,-47,-30,handOpen
-8,-2,17,50,-31,-15,-5,-12,handOpen
-27,-25,-31,-25,115,-57,-19,-40,handOpen
4,13,-29,82,20,52,43,-6,handOpen
7,7,60,-41,-15,19,5,4,handOpen
-7,-34,-24,63,-6,-70,-19,-12,handOpen
27,16,20,-20,127,127,125,13,handOpen
5,11,10,2,52,17,22,7,handOpen
-5,-7,-52,-46,-17,-11,6,-3,handOpen
0,-13,33,32,-31,-24,-10,-1,handOpen
-9,-10,-27,-73,-113,-67,-53,-11,handOpen
9,-2,22,126,115,0,-38,-10,handOpen
-12,18,-30,-76,-44,-30,-49,-7,handOpen
-1,10,10,22,80,7,24,3,handOpen
-5,-29,-7,-5,-50,-42,-4,-11,handOpen
3,2,-4,-25,8,55,36,31,handOpen
3,9,6,44,94,-15,-67,-27,handOpen
2,4,-8,-75,-128,-71,-52,-26,handOpen
-20,3,-69,-128,-16,43,-41,-13,handOpen
2,-3,4,127,-49,12,-13,-3,handOpen
7,-12,-5,-71,-32,-15,-3,2,handOpen
0,3,0,-17,-55,-1,1,-2,handOpen
-8,1,0,-13,19,9,-14,-6,handOpen
-4,-3,-18,-48,-97,-61,38,-5,handOpen
8,-7,11,11,-71,3,127,16,handOpen
-10,23,17,-36,-18,-37,-22,13,handOpen
-9,-30,-65,-27,72,51,2,-14,handOpen
0,6,21,-39,-26,-65,-32,3,handOpen
50,18,41,-25,41,127,77,104,handOpen
-14,18,-4,83,-104,6,-42,-18,handOpen
-14,-23,-39,-79,-46,-40,-29,-15,handOpen
13,-1,36,111,127,-4,-5,-3,handOpen
-9,-8,-23,-37,-73,16,-30,21,handOpen
-9,2,-14,22,52,69,8,2,handOpen
-10,-1,-4,-39,-46,-20,-119,-15,handOpen
-9,-7,-12,-39,-36,-21,20,-15,handOpen
-5,16,3,-29,-53,-62,-3,-21,handOpen
0,-10,-56,35,-3,-14,-25,-3,handOpen
-27,-20,23,18,17,-11,-128,-94,handOpen
18,30,48,99,35,9,101,31,handOpen
-6,17,-3,-13,-4,26,-1,-1,handOpen
-1,-5,-1,-15,-11,-13,-21,-11,handOpen
-8,1,0,32,51,8,-12,-11,handOpen
8,-4,15,18,65,-31,13,5,handOpen
-1,-2,-6,-33,8,-6,-15,-2,handOpen
-1,18,5,50,31,-17,-5,-3,handOpen
3,1,-27,9,-27,31,7,0,handOpen
-4,-15,39,60,70,25,-8,-4,handOpen
-3,-8,13,-18,-50,-27,15,6,handOpen
2,8,-2,3,-78,-37,47,27,handOpen
-7,20,14,-54,-62,17,10,12,handOpen
-13,-37,-118,-95,-47,-21,-8,-12,handOpen
-5,6,23,41,-17,-103,-75,-35,handOpen
-2,17,-4,50,-98,120,-58,-21,handOpen
-7,10,-34,-83,-69,-27,-7,-11,handOpen
-20,-22,1,-17,-72,-66,-12,-11,handOpen
20,16,48,83,-29,62,19,8,handOpen
-3,2,-14,-1,-25,55,54,1,handOpen
-19,-5,-14,-8,-30,-52,-55,-22,handOpen
3,-6,-6,-18,-44,-45,4,12,handOpen
18,18,63,69,127,83,60,29,handOpen
-2,-21,-73,-31,9,-3,-6,-6,handOpen
-7,-1,15,-2,51,-44,-59,-29,handOpen
5,1,-11,17,-2,-24,12,65,handOpen
-3,-13,-6,-78,-92,10,12,5,handOpen
-3,18,2,16,18,4,13,-20,handOpen
-3,1,4,60,48,-10,-16,-8,handOpen
-4,-11,-1,28,62,26,-1,-8,handOpen
-3,6,-23,36,-3,-12,1,-6,handOpen
-6,-11,14,-4,-26,-31,-17,-7,handOpen
16,5,8,13,54,-1,127,65,handOpen
20,-17,10,22,121,127,81,50,handOpen
7,31,12,-39,-10,5,8,15,handOpen
-6,-19,0,-25,-4,-32,-19,0,handOpen
-4,-24,-20,10,-22,-38,-24,-10,handOpen
10,-1,7,-5,-11,-19,-65,13,handOpen
9,7,11,63,58,82,109,15,handOpen
9,0,4,-77,6,-11,17,21,handOpen
-9,1,-4,-5,-43,-13,-59,-8,handOpen
-1,-8,6,55,-35,-49,-51,-20,handOpen
-8,9,-22,-9,19,127,-82,-45,handOpen
11,4,2,-33,74,-25,11,15,handOpen
-21,-2,-1,-26,-128,-62,-28,-12,handOpen
-1,5,-44,70,70,29,8,1,handOpen
-3,-23,27,46,27,-5,-10,1,handOpen
2,-6,3,-53,-22,-20,12,-4,handOpen
20,7,42,94,108,47,24,-24,handOpen
3,-7,-20,-96,-58,4,2,36,handOpen
10,10,0,-34,-31,-11,71,46,handOpen
-8,3,-24,-1,-32,-7,-13,-2,handOpen
-7,-15,-31,-32,18,14,0,-17,handOpen
8,3,17,-20,12,-28,-15,17,handOpen
17,3,33,120,97,38,-84,6,handOpen
6,23,9,12,-38,37,127,22,handOpen
-7,-6,-22,-111,-84,-47,-34,-7,handOpen
-16,-7,13,51,-4,-82,-40,-21,handOpen
-8,-21,-20,-39,4,28,9,-16,handOpen
1,-12,-16,-67,-85,-30,5,-13,handOpen
-12,16,-7,-96,-48,-27,13,4,handOpen
9,-20,-1,-8,-36,-13,127,1,handOpen
16,9,24,108,127,80,102,83,handOpen
-15,-2,-23,-51,-75,-26,-18,-12,handOpen
1,0,11,21,3,-37,-1,-8,handOpen
1,-19,-56,-13,-33,6,-1,-4,handOpen
4,-6,3,-4,101,24,7,7,handOpen
-7,10,6,4,-73,23,-5,-4,handOpen
-8,-5,13,-2,14,7,-1,-5,handRelax
-1,5,3,3,-13,-4,-2,-4,handRelax
2,-9,2,-3,1,-5,4,1,handRelax
3,-1,-4,1,-5,-8,-2,-5,handRelax
-1,4,0,1,-1,11,1,2,handRelax
0,-3,3,4,23,6,1,2,handRelax
2,-7,-2,2,0,-1,-3,-2,handRelax
-7,2,-5,-6,-3,-3,-3,2,handRelax
4,-1,8,4,1,-2,2,0,handRelax
5,-9,-4,-7,-6,-2,3,-5,handRelax
-2,0,-5,-5,1,-4,-3,-2,handRelax
0,2,3,4,-5,-11,-4,-1,handRelax
-6,-6,-8,-6,-20,10,2,3,handRelax
-4,-1,6,-1,-15,-14,-5,-6,handRelax
5,4,-11,-1,8,11,-4,-1,handRelax
2,-6,-3,-6,-10,-8,1,-1,handRelax
-3,-6,1,5,-1,-2,-3,3,handRelax
-8,8,-13,-8,-11,-2,-11,-7,handRelax
-2,-6,4,8,-2,-5,-3,0,handRelax
4,-3,6,-2,3,5,4,-1,handRelax
-4,2,-7,-4,-4,-10,-1,-4,handRelax
-1,0,0,-3,-3,-1,2,-2,handRelax
2,-3,-2,3,-1,-8,0,0,handRelax
-2,5,-5,-2,-4,-12,1,-1,handRelax
3,2,-1,-3,16,8,-1,0,handRelax
0,-5,3,-4,-6,-4,-3,0,handRelax
-2,-2,0,2,-9,-4,-1,4,handRelax
-2,5,-5,5,12,-20,-6,-2,handRelax
-3,-2,-3,-1,9,32,8,-1,handRelax
4,-7,6,2,-4,0,3,-1,handRelax
-3,4,-12,-8,-21,-16,-6,-3,handRelax
-6,-4,-8,-5,-12,2,-2,-2,handRelax
1,-6,3,2,-6,-4,3,0,handRelax
-4,-1,-8,-3,-20,-25,-1,-5,handRelax
-3,0,-4,0,33,16,-3,-4,handRelax
-1,-4,-1,-3,-8,-8,1,3,handRelax
2,-2,-4,-2,0,3,3,4,handRelax
-6,3,-6,2,14,1,-5,3,handRelax
1,0,-2,3,-10,0,-6,-2,handRelax
-1,-4,3,-6,-3,-8,-1,-1,handRelax
0,3,-6,0,24,21,-2,-4,handRelax
-1,0,-11,-7,-13,-8,-4,-1,handRelax
4,-4,5,-1,15,2,5,-3,handRelax
-3,-3,5,11,2,8,0,-1,handRelax
-1,2,-6,-5,-5,-2,-4,1,handRelax
0,-3,1,0,4,1,-1,1,handRelax
-1,1,1,-2,-16,-7,4,-2,handRelax
-6,4,-6,-4,-24,-12,-8,0,handRelax
-2,5,-2,-3,8,3,2,-2,handRelax
1,-2,3,3,-10,3,2,3,handRelax
-4,10,-7,6,10,-19,-8,0,handRelax
1,-2,3,-5,-1,-5,0,2,handRelax
-1,-5,-2,-2,-5,-3,1,1,handRelax
-4,-1,6,5,-1,-3,-4,0,handRelax
-1,1,-2,-3,-4,-7,0,-2,handRelax
2,-1,-2,7,7,1,-1,0,handRelax
1,0,-1,-8,-37,-11,-1,-4,handRelax
-6,4,-6,1,11,8,-3,-1,handRelax
5,-3,11,7,25,19,5,1,handRelax
2,-2,2,-1,0,-8,0,0,handRelax
0,1,-4,0,-2,-2,-3,-1,handRelax
3,-4,8,4,-2,-6,-5,-1,handRelax
2,2,0,-1,4,3,4,1,handRelax
-2,1,-8,-10,-7,-9,-1,1,handRelax
0,-5,7,10,26,18,-4,-4,handRelax
-1,-1,-2,1,-5,2,4,2,handRelax
-4,-2,-6,-1,-6,-5,2,-1,handRelax
-3,3,0,-1,-1,11,-2,0,handRelax
4,1,4,3,10,3,0,1,handRelax
8,-3,7,1,-11,-8,3,-4,handRelax
-8,3,-8,-1,3,-2,-3,-1,handRelax
0,-1,2,-1,-14,1,1,2,handRelax
4,2,10,-6,-14,7,1,1,handRelax
-4,-6,-3,9,59,8,-2,-4,handRelax
-3,4,1,-7,-31,-10,-3,0,handRelax
2,-2,1,-4,-3,1,0,-1,handRelax
-3,-2,-6,-3,-8,2,-1,2,handRelax
-4,2,-2,-1,21,-1,-1,0,handRelax
3,-3,6,-1,1,-5,-1,1,handRelax
2,0,0,3,-6,-6,-2,3,handRelax
-9,6,-8,-1,-3,11,-1,1,handRelax
0,-1,12,3,33,-9,-2,-2,handRelax
3,-3,8,5,27,10,2,1,handRelax
-2,10,-4,-3,-51,-13,0,-2,handRelax
2,-1,5,1,5,-2,-4,0,handRelax
4,-4,-4,0,-3,8,-1,2,handRelax
2,-7,-1,-3,-4,-9,-3,-5,handRelax
2,6,1,1,0,12,3,-2,handRelax
-4,-5,-3,-1,-1,-1,0,1,handRelax
2,-4,-1,0,-4,-8,-5,-1,handRelax
-6,0,-7,-4,-10,0,0,1,handRelax
-5,0,-4,-2,1,-2,-3,-1,handRelax
2,-5,6,-2,-11,-9,4,2,handRelax
-3,2,-9,1,38,-7,-2,0,handRelax
-2,-4,-1,-6,-4,0,-3,-2,handRelax
2,-4,7,-4,-7,-5,1,-1,handRelax
-3,-5,-12,3,-12,1,-1,-1,handRelax
-3,6,4,-2,-13,-10,-7,0,handRelax
1,-4,-6,2,-1,8,0,-1,handRelax
0,-2,12,-5,-7,-2,0,-1,handRelax
-3,2,0,3,21,4,3,1,handRelax
0,-4,-5,-5,-9,-4,-1,-1,handRelax
4,-2,12,1,-12,-5,2,2,handRelax
-5,6,-17,-12,-3,-5,-4,-5,handRelax
0,-2,0,12,7,0,-3,-3,handRelax
4,1,-6,0,-31,5,0,1,handRelax
8,5,10,39,-5,-42,99,10,handlateral
-8,-7,-3,-28,-8,-95,-45,-15,handlateral
-3,-11,8,16,61,127,13,-3,handlateral
-22,-17,-10,-63,-54,27,-22,-42,handlateral
-4,13,-17,44,-13,-52,-68,21,handlateral
-1,5,0,-34,6,-65,7,-15,handlateral
-12,-12,12,31,27,-2,-10,-10,handlateral
1,-19,-15,-33,-22,-10,17,-8,handlateral
-1,11,18,12,43,6,-81,-4,handlateral
-21,-9,-27,-72,-6,-39,-45,-24,handlateral
19,19,-1,-23,9,83,50,27,handlateral
14,3,-3,-19,-14,45,21,2,handlateral
-20,-15,-12,8,-16,-21,-22,-21,handlateral
-10,-5,1,34,29,-34,19,-5,handlateral
-41,-15,13,20,-38,-9,-16,-87,handlateral
79,34,22,39,11,35,-28,127,handlateral
-32,-22,-13,30,63,13,11,-75,handlateral
-5,4,23,22,0,-14,-18,-24,handlateral
-10,-2,12,-29,25,-42,-39,-16,handlateral
4,-1,-31,78,58,71,50,7,handlateral
-26,-16,26,-38,-105,-64,-33,-10,handlateral
29,15,10,35,17,31,29,33,handlateral
-3,7,22,-45,-19,-96,22,-35,handlateral
-13,2,10,-33,-79,9,-24,-22,handlateral
11,8,5,17,12,12,62,10,handlateral
-5,3,-3,35,52,64,-12,-14,handlateral
4,4,1,19,-28,-28,10,24,handlateral
-33,-19,-4,-35,-20,26,-47,-27,handlateral
52,9,-4,9,-4,-116,127,47,handlateral
-14,-1,-9,-14,17,5,-24,-12,handlateral
-4,-7,5,47,-41,-2,48,-10,handlateral
8,17,15,10,54,-43,-58,10,handlateral
-7,-10,-5,18,-20,15,19,-18,handlateral
13,20,5,1,90,51,20,6,handlateral
-17,-20,-8,-24,-49,-65,-32,-24,handlateral
14,8,22,41,-1,82,54,-12,handlateral
16,7,-5,3,13,24,2,54,handlateral
-18,-1,1,-54,-40,-7,-44,-30,handlateral
4,-11,-19,39,42,1,0,28,handlateral
-4,1,21,-25,-22,-7,70,32,handlateral
-7,-4,7,49,1,-40,-31,-20,handlateral
9,11,19,-9,14,-1,-6,-7,handlateral
-25,-10,-11,-66,-50,12,11,-40,handlateral
11,13,3,55,30,-29,-30,29,handlateral
-3,-9,-9,-33,-5,-36,1,-16,handlateral
-7,-12,-1,5,-51,-72,-41,-44,handlateral
20,-5,6,-22,76,123,56,100,handlateral
4,10,6,25,-13,45,27,0,handlateral
14,-7,3,-19,32,4,-19,11,handlateral
-3,12,-4,-38,-66,4,8,-6,handlateral
0,-5,19,60,95,39,9,-2,handlateral
-5,4,0,-53,-35,-12,-4,8,handlateral
-3,2,2,37,38,-1,3,-5,handlateral
-10,-14,-74,-23,-80,-45,6,-10,handlateral
10,4,20,56,61,30,10,9,handlateral
-5,2,-8,-65,-31,-47,-19,-2,handlateral
-13,-6,-6,32,9,-10,-35,-11,handlateral
-18,0,-7,-27,-22,-99,0,-7,handlateral
18,2,-7,-11,20,88,43,10,handlateral
-25,-10,-10,-5,-1,5,-23,-42,handlateral
26,8,13,1,18,0,11,6,handlateral
-8,0,23,-28,-63,2,-41,55,handlateral
-12,-10,-59,20,-28,-43,15,-20,handlateral
4,6,12,-12,-44,17,14,-12,handlateral
-7,-7,-1,-24,14,-13,7,-10,handlateral
-16,7,-8,-10,-20,-18,-42,-13,handlateral
-2,-3,-1,6,45,-22,0,-2,handlateral
2,-11,5,3,-13,12,8,0,handlateral
-8,-5,-6,-36,-26,-10,6,-4,handlateral
-2,0,-7,82,53,0,-28,-4,handlateral
-1,-7,14,-24,57,-25,-25,-9,handlateral
16,-3,-8,-32,-29,-10,1,39,handlateral
-13,6,-6,-1,-6,-33,-14,-17,handlateral
-3,-11,-26,28,15,-22,-5,-8,handlateral
-7,-9,2,2,-28,34,19,-16,handlateral
-4,-6,-7,-14,29,22,-9,-6,handlateral
-26,-8,-4,-31,-14,-4,5,0,handlateral
-4,-27,-30,57,58,37,-28,-26,handlateral
-9,9,3,-33,-6,-15,-11,-12,handlateral
-4,-4,3,-8,-7,20,-11,-14,handlateral
1,-13,-7,22,7,-3,11,-1,handlateral
-6,1,6,9,-17,-22,-2,-12,handlateral
14,7,1,-15,3,37,14,27,handlateral
0,-2,-1,9,-18,-32,-13,-1,handlateral
6,1,10,4,46,-16,34,14,handlateral
-6,4,-8,-1,-18,-32,-9,-9,handlateral
-2,2,1,-35,-4,22,-1,-1,handlateral
-2,-5,13,48,37,-26,-14,-3,handlateral
-3,-2,-5,-3,-4,-15,20,0,handlateral
-8,-3,6,20,42,2,6,0,handlateral
10,1,-24,21,4,-11,-35,-3,handlateral
6,-1,6,35,11,5,94,14,handlateral
-10,7,-7,3,9,-18,-32,-13,handlateral
11,10,0,5,49,10,18,-6,handlateral
-2,-7,4,-20,-17,0,2,0,handlateral
-11,0,1,-29,-44,-52,-15,-3,handlateral
2,0,-9,15,17,25,-3,7,handlateral
8,-8,10,-3,3,69,-24,0,handlateral
3,-7,0,9,-25,0,11,23,handlateral
27,18,-2,11,56,-12,10,55,handlateral
-8,0,-5,12,-15,1,-12,-18,handlateral
-3,1,3,8,-43,8,4,-7,handlateral
-3,3,-1,-45,-23,-9,-3,-7,handlateral
-7,-5,-9,0,-16,-23,-18,-4,handlateral
8,2,8,17,38,18,8,5,handlateral
-5,-8,-22,-4,6,-11,-17,-1,handlateral
-1,6,-11,-40,-42,-25,-2,5,handspherical
-11,-7,-32,-84,-111,-8,-19,21,handspherical
18,14,31,54,35,85,78,25,handspherical
-9,-8,-35,-25,-50,-23,-16,-14,handspherical
-18,12,15,-2,-82,-48,-50,-32,handspherical
0,-7,-50,-86,-95,8,-1,-4,handspherical
-8,-13,32,67,6,-19,-24,-11,handspherical
-2,5,-9,-90,23,-4,-30,4,handspherical
2,17,-46,14,-118,-13,25,-6,handspherical
-1,-15,45,18,-76,-21,-7,-14,handspherical
16,16,17,26,74,43,9,49,handspherical
-15,2,-11,9,-3,-8,7,-35,handspherical
10,-3,-2,40,31,76,22,21,handspherical
0,-4,13,-30,72,15,-63,3,handspherical
-4,0,-32,-52,-100,-16,63,27,handspherical
-1,-6,-5,0,-26,-9,9,-19,handspherical
-11,-21,-46,-38,-60,-64,-31,-15,handspherical
8,25,31,0,-62,79,26,6,handspherical
3,-4,-6,87,104,4,-40,1,handspherical
-5,5,18,-20,12,-34,-31,-22,handspherical
1,10,25,11,52,-3,-32,6,handspherical
8,-14,-32,34,85,-11,8,1,handspherical
-6,10,4,-18,-60,-20,-29,-15,handspherical
-6,-6,-9,-55,33,-26,9,7,handspherical
0,2,-8,66,18,8,0,-22,handspherical
-16,-7,-21,43,-32,-41,-13,-16,handspherical
8,-13,8,-25,11,23,49,21,handspherical
-3,-3,-8,-48,-1,2,-105,27,handspherical
10,19,34,60,116,64,-53,16,handspherical
-3,10,3,10,-106,-16,-13,-6,handspherical
16,4,19,119,19,83,15,9,handspherical
-3,5,17,-24,-21,8,-1,0,handspherical
2,-1,4,-31,-45,-5,-4,1,handspherical
-2,1,-11,21,42,-11,-7,6,handspherical
2,20,22,61,-35,-2,-10,-8,handspherical
3,-14,-21,-67,-2,62,17,-1,handspherical
10,9,34,56,41,-7,14,27,handspherical
-27,-25,-38,-61,-50,-105,-58,-38,handspherical
9,30,20,40,82,77,19,0,handspherical
9,-12,-2,-6,32,115,47,-27,handspherical
-9,-3,-32,-40,48,25,-16,-8,handspherical
-11,-4,40,66,-22,-31,-15,-13,handspherical
-2,-16,-38,-22,-20,-38,3,-8,handspherical
13,25,36,16,83,31,21,8,handspherical
-14,-6,40,-28,-54,-13,-10,-5,handspherical
-4,-6,2,9,3,-38,-93,-19,handspherical
1,5,-20,-37,-30,35,22,5,handspherical
-2,0,12,52,54,1,1,2,handspherical
-3,-7,2,43,14,12,-4,-7,handspherical
1,-12,-7,-41,-22,-31,-43,-18,handspherical
-17,0,-20,-60,-48,9,0,-6,handspherical
2,4,17,32,16,-6,-16,2,handspherical
7,-3,16,1,45,7,7,8,handspherical
-16,-10,-30,-48,-75,-59,-21,-33,handspherical
23,-6,20,18,101,127,72,36,handspherical
-8,4,7,13,13,-19,4,3,handspherical
1,-1,9,-3,-27,25,-4,-15,handspherical
-5,-4,-12,-28,-2,15,-29,-23,handspherical
-4,0,1,57,127,-5,-1,-29,handspherical
20,12,38,49,115,111,39,10,handspherical
-9,-11,8,66,54,-18,-50,-19,handspherical
-2,-4,-13,-76,-106,-48,66,8,handspherical
17,36,18,52,99,62,57,-4,handspherical
-7,1,17,-75,-29,2,-13,-2,handspherical
-8,-18,-7,19,28,2,-20,-12,handspherical
-1,-27,-41,-13,-80,-35,-16,-5,handspherical
12,2,12,6,91,-12,13,7,handspherical
-6,10,-10,30,25,-10,-8,-39,handspherical
2,9,8,-11,-64,-14,-4,-6,handspherical
-16,-9,-15,-5,-25,-43,-4,-20,handspherical
-1,4,0,-13,-44,-5,-68,18,handspherical
-5,1,-20,-79,-74,-21,11,13,handspherical
-1,7,22,95,127,-13,-11,-11,handspherical
12,21,45,33,127,127,61,13,handspherical
-5,-12,-12,75,112,31,6,1,handspherical
-8,-13,15,-19,-78,-61,-34,-11,handspherical
14,22,-16,-20,86,86,20,13,handspherical
-18,-19,-24,-10,-53,-32,-21,-19,handspherical
8,-4,21,38,10,-16,-8,5,handspherical
11,15,-10,-30,-56,7,-36,41,handspherical
9,4,21,66,90,33,39,1,handspherical
-4,9,10,72,-4,-29,-14,-4,handspherical
-4,-7,-5,-9,-33,-10,-61,-6,handspherical
-15,-3,-11,-17,-13,-12,40,-17,handspherical
5,-14,-19,-57,-57,-64,27,57,handspherical
7,5,16,46,127,49,15,7,handspherical
-5,2,11,-37,-79,-29,-14,-9,handspherical
1,-1,-32,34,117,18,7,2,handspherical
-2,11,38,47,-107,11,-2,-2,handspherical
19,-1,20,34,79,80,13,13,handspherical
14,29,45,37,122,68,37,12,handspherical
-11,-18,-34,-44,-72,-53,-33,-9,handspherical
1,-10,-10,11,28,-38,-5,-13,handspherical
15,34,42,127,127,89,5,-6,handspherical
-4,-5,-17,-23,-76,-70,-44,-7,handspherical
-5,-7,2,-12,-49,-7,42,3,handspherical
1,-3,-4,25,73,7,23,13,handspherical
-12,8,-2,0,12,9,-21,-11,handspherical
-10,-9,-17,17,-85,-20,-26,-7,handspherical
16,9,12,-35,23,-3,-3,-1,handspherical
21,23,36,127,127,32,74,49,handspherical
6,-2,5,-66,-74,82,-12,15,handspherical
-3,-14,-16,11,-14,-27,-9,-4,handspherical
-11,-10,-28,-53,-44,-24,-14,-11,handspherical
7,19,-14,44,-101,-24,-14,4,handspherical
3,0,46,100,127,28,12,10,handspherical
-63,67,-25,-15,23,127,-56,-28,handClose
